"ENSEMBL","efflen"
"ENSG00000233304",5054
"ENSG00000227887",330
"ENSG00000116903",5100
"ENSG00000226196",943
"ENSG00000287354",2483
"ENSG00000233827",645
"ENSG00000198797",4492
"ENSG00000151414",5454
"ENSG00000177614",11257
"ENSG00000235182",147
"ENSG00000287157",1477
"ENSG00000233920",1223
"ENSG00000183831",4125
"ENSG00000225755",1133
"ENSG00000197472",3756
"ENSG00000230184",361
"ENSG00000232436",807
"ENSG00000231718",2296
"ENSG00000136643",6191
"ENSG00000232537",3113
"ENSG00000285521",1155
"ENSG00000236317",192
"ENSG00000176855",1332
"ENSG00000227728",1371
"ENSG00000162877",2611
"ENSG00000225401",685
"ENSG00000228190",421
"ENSG00000135747",3197
"ENSG00000227237",462
"ENSG00000069248",6081
"ENSG00000232812",1666
"ENSG00000242042",964
"ENSG00000234464",825
"ENSG00000253148",1794
"ENSG00000227751",311
"ENSG00000090104",4074
"ENSG00000285280",10098
"ENSG00000232892",2633
"ENSG00000236950",595
"ENSG00000236468",1335
"ENSG00000185220",3651
"ENSG00000226003",493
"ENSG00000230813",417
"ENSG00000236101",377
"ENSG00000162769",6422
"ENSG00000133065",6378
"ENSG00000278684",139
"ENSG00000236775",1256
"ENSG00000042781",20633
"ENSG00000234754",4533
"ENSG00000233084",463
"ENSG00000227815",795
"ENSG00000287046",1739
"ENSG00000228863",4121
"ENSG00000228646",370
"ENSG00000229112",280
"ENSG00000233332",1723
"ENSG00000231984",400
"ENSG00000226876",940
"ENSG00000277462",4197
"ENSG00000225591",255
"ENSG00000035687",3441
"ENSG00000213080",1097
"ENSG00000180287",9546
"ENSG00000226693",1051
"ENSG00000231272",452
"ENSG00000223828",270
"ENSG00000230124",7512
"ENSG00000226723",780
"ENSG00000272672",547
"ENSG00000228982",321
"ENSG00000235096",696
"ENSG00000007341",8108
"ENSG00000286747",864
"ENSG00000236069",1401
"ENSG00000236244",388
"ENSG00000272865",2555
"ENSG00000143324",8913
"ENSG00000229871",890
"ENSG00000225222",427
"ENSG00000118193",7294
"ENSG00000198842",4274
"ENSG00000286619",6230
"ENSG00000198756",7806
"ENSG00000271558",260
"ENSG00000227554",364
"ENSG00000178596",985
"ENSG00000054282",5321
"ENSG00000183780",3447
"ENSG00000229663",2158
"ENSG00000162702",4895
"ENSG00000238272",677
"ENSG00000228530",251
"ENSG00000235060",835
"ENSG00000143194",3148
"ENSG00000054267",11073
"ENSG00000287921",729
"ENSG00000177800",2175
"ENSG00000232166",570
"ENSG00000175137",5724
"ENSG00000134245",12374
"ENSG00000227373",7845
"ENSG00000228175",729
"ENSG00000069275",6449
"ENSG00000237317",935
"ENSG00000187889",4648
"ENSG00000097046",3599
"ENSG00000232113",812
"ENSG00000282718",554
"ENSG00000231378",502
"ENSG00000235605",438
"ENSG00000224857",426
"ENSG00000273367",626
"ENSG00000230604",358
"ENSG00000231605",1929
"ENSG00000236358",410
"ENSG00000203737",1582
"ENSG00000215873",1145
"ENSG00000185420",5866
"ENSG00000076321",4244
"ENSG00000272175",280
"ENSG00000213070",598
"ENSG00000282265",582
"ENSG00000229747",728
"ENSG00000117280",3904
"ENSG00000233985",2796
"ENSG00000236719",2213
"ENSG00000136636",5017
"ENSG00000225486",353
"ENSG00000227043",2666
"ENSG00000163874",3091
"ENSG00000285777",1786
"ENSG00000286109",1079
"ENSG00000213068",415
"ENSG00000054392",6645
"ENSG00000122223",2889
"ENSG00000188739",2939
"ENSG00000286666",3791
"ENSG00000273198",532
"ENSG00000203730",2551
"ENSG00000225719",860
"ENSG00000273483",643
"ENSG00000203729",740
"ENSG00000232809",891
"ENSG00000285981",619
"ENSG00000261729",1354
"ENSG00000215796",1231
"ENSG00000233047",3122
"ENSG00000143341",18739
"ENSG00000228309",2404
"ENSG00000229739",6997
"ENSG00000116703",1331
"ENSG00000273874",68
"ENSG00000278757",104
"ENSG00000264341",73
"ENSG00000264101",70
"ENSG00000252404",184
"ENSG00000243267",280
"ENSG00000239149",152
"ENSG00000252151",103
"ENSG00000252969",124
"ENSG00000252956",110
"ENSG00000265606",74
"ENSG00000284357",110
"ENSG00000207237",104
"ENSG00000222784",288
"ENSG00000266210",267
"ENSG00000265961",114
"ENSG00000252691",84
"ENSG00000253005",105
"ENSG00000238316",104
"ENSG00000207941",96
"ENSG00000264773",77
"ENSG00000199963",108
"ENSG00000264698",72
"ENSG00000207328",107
"ENSG00000207466",101
"ENSG00000252368",110
"ENSG00000206779",101
"ENSG00000200796",107
"ENSG00000252190",125
"ENSG00000264613",300
"ENSG00000199240",120
"ENSG00000283724",60
"ENSG00000284410",61
"ENSG00000252018",141
"ENSG00000206627",105
"ENSG00000283414",90
"ENSG00000207508",107
"ENSG00000200171",96
"ENSG00000207194",108
"ENSG00000283477",62
"ENSG00000263675",60
"ENSG00000206981",107
"ENSG00000200174",110
"ENSG00000238653",62
"ENSG00000212624",122
"ENSG00000200575",104
"ENSG00000212360",104
"ENSG00000242860",294
"ENSG00000263908",74
"ENSG00000283690",68
"ENSG00000251825",252
"ENSG00000201153",108
"ENSG00000222624",191
"ENSG00000223152",86
"ENSG00000212308",105
"ENSG00000279049",255
"ENSG00000276081",60
"ENSG00000239640",297
"ENSG00000252338",105
"ENSG00000239319",295
"ENSG00000283749",76
"ENSG00000251767",62
"ENSG00000202263",109
"ENSG00000199318",134
"ENSG00000199666",215
"ENSG00000200601",107
"ENSG00000242482",299
"ENSG00000212366",107
"ENSG00000201620",119
"ENSG00000206817",100
"ENSG00000284247",110
"ENSG00000200839",126
"ENSG00000264963",343
"ENSG00000264271",286
"ENSG00000239504",287
"ENSG00000284202",102
"ENSG00000251720",60
"ENSG00000274321",171
"ENSG00000198974",92
"ENSG00000212248",107
"ENSG00000207962",89
"ENSG00000276884",136
"ENSG00000207234",107
"ENSG00000202259",103
"ENSG00000212459",104
"ENSG00000278287",84
"ENSG00000277565",58
"ENSG00000263526",41
"ENSG00000211575",80
"ENSG00000275823",73
"ENSG00000277689",90
"ENSG00000274199",120
"ENSG00000202254",92
"ENSG00000244256",305
"ENSG00000201491",146
"ENSG00000199831",327
"ENSG00000275455",82
"ENSG00000252162",107
"ENSG00000272051",102
"ENSG00000283899",59
"ENSG00000200800",160
"ENSG00000207502",134
"ENSG00000252530",96
"ENSG00000200536",124
"ENSG00000211543",79
"ENSG00000252797",232
"ENSG00000212266",122
"ENSG00000222209",118
"ENSG00000277141",297
"ENSG00000215930",86
"ENSG00000238761",104
"ENSG00000206679",99
"ENSG00000264419",88
"ENSG00000222069",318
"ENSG00000199879",157
"ENSG00000252005",109
"ENSG00000252510",125
"ENSG00000252830",110
"ENSG00000239984",298
"ENSG00000283296",64
"ENSG00000252717",107
"ENSG00000194297",129
"ENSG00000277313",250
"ENSG00000207472",107
"ENSG00000206880",107
"ENSG00000199849",116
"ENSG00000252407",62
"ENSG00000212538",204
"ENSG00000251813",103
"ENSG00000207108",101
"ENSG00000201312",117
"ENSG00000202491",103
"ENSG00000201596",110
"ENSG00000276839",269
"ENSG00000207974",98
"ENSG00000273629",62
"ENSG00000201493",158
"ENSG00000200139",103
"ENSG00000283575",96
"ENSG00000238765",123
"ENSG00000253025",168
"ENSG00000201544",135
"ENSG00000202498",92
"ENSG00000221545",67
"ENSG00000252906",143
"ENSG00000206692",117
"ENSG00000202329",107
"ENSG00000242794",280
"ENSG00000212144",128
"ENSG00000283340",85
"ENSG00000252860",105
"ENSG00000263390",85
"ENSG00000207181",135
"ENSG00000264377",73
"ENSG00000207149",101
"ENSG00000284485",110
"ENSG00000201638",94
"ENSG00000275213",290
"ENSG00000239494",297
"ENSG00000252371",102
"ENSG00000199442",97
"ENSG00000200033",104
"ENSG00000239690",303
"ENSG00000202184",105
"ENSG00000241395",296
"ENSG00000200982",102
"ENSG00000222407",111
"ENSG00000265435",77
"ENSG00000200495",106
"ENSG00000202609",83
"ENSG00000252553",108
"ENSG00000222240",342
"ENSG00000212187",122
"ENSG00000253097",84
"ENSG00000200036",119
"ENSG00000201421",99
"ENSG00000212610",210
"ENSG00000201944",132
"ENSG00000200327",110
"ENSG00000206905",104
"ENSG00000200972",114
"ENSG00000243051",305
"ENSG00000252011",82
"ENSG00000207326",114
"ENSG00000212205",88
"ENSG00000264358",73
"ENSG00000206640",105
"ENSG00000212527",112
"ENSG00000252879",156
"ENSG00000252612",93
"ENSG00000202264",120
"ENSG00000285609",126
"ENSG00000206762",107
"ENSG00000252084",143
"ENSG00000200085",102
"ENSG00000264500",67
"ENSG00000202025",104
"ENSG00000225545",130
"ENSG00000206990",103
"ENSG00000230175",470
"ENSG00000225272",472
"ENSG00000215838",1854
"ENSG00000273365",729
"ENSG00000224358",2150
"ENSG00000230659",435
"ENSG00000162545",2605
"ENSG00000090432",2428
"ENSG00000215520",763
"ENSG00000183114",2448
"ENSG00000158825",820
"ENSG00000158828",4833
"ENSG00000284005",110
"ENSG00000117242",4443
"ENSG00000234473",1229
"ENSG00000238754",135
"ENSG00000134371",10512
"ENSG00000221680",81
"ENSG00000162630",3548
"ENSG00000276735",314
"ENSG00000232077",2017
"ENSG00000229639",458
"ENSG00000287453",549
"ENSG00000270615",1447
"ENSG00000287283",2154
"ENSG00000240692",304
"ENSG00000229359",996
"ENSG00000237919",948
"ENSG00000066557",2843
"ENSG00000244389",297
"ENSG00000228988",457
"ENSG00000118454",6184
"ENSG00000226088",575
"ENSG00000116761",2414
"ENSG00000278636",283
"ENSG00000271992",466
"ENSG00000233020",967
"ENSG00000237033",609
"ENSG00000226208",432
"ENSG00000007968",5462
"ENSG00000235052",456
"ENSG00000117318",1496
"ENSG00000285802",1322
"ENSG00000229239",1186
"ENSG00000142676",2659
"ENSG00000057757",2173
"ENSG00000011009",2021
"ENSG00000117308",3955
"ENSG00000273844",177
"ENSG00000235748",560
"ENSG00000237861",1034
"ENSG00000221879",262
"ENSG00000230260",548
"ENSG00000199241",110
"ENSG00000226919",2730
"ENSG00000223963",2115
"ENSG00000215802",428
"ENSG00000233615",957
"ENSG00000238085",344
"ENSG00000265831",75
"ENSG00000224348",303
"ENSG00000286496",5806
"ENSG00000287516",10647
"ENSG00000287738",3498
"ENSG00000132703",925
"ENSG00000276632",470
"ENSG00000223603",625
"ENSG00000132693",2015
"ENSG00000235226",420
"ENSG00000158716",827
"ENSG00000181036",2677
"ENSG00000158714",3178
"ENSG00000212161",67
"ENSG00000243284",1818
"ENSG00000272668",7134
"ENSG00000213085",2627
"ENSG00000266458",101
"ENSG00000287040",984
"ENSG00000279430",461
"ENSG00000162723",1139
"ENSG00000273933",845
"ENSG00000256029",8100
"ENSG00000188004",5656
"ENSG00000266580",76
"ENSG00000254545",537
"ENSG00000203620",2257
"ENSG00000269967",587
"ENSG00000228634",517
"ENSG00000284702",1873
"ENSG00000221040",216
"ENSG00000287217",1427
"ENSG00000163399",7277
"ENSG00000212385",104
"ENSG00000233154",1759
"ENSG00000230381",515
"ENSG00000200547",92
"ENSG00000224950",2302
"ENSG00000286276",745
"ENSG00000177888",8679
"ENSG00000243364",1257
"ENSG00000251246",1042
"ENSG00000143590",1944
"ENSG00000202027",109
"ENSG00000169242",2165
"ENSG00000169241",2340
"ENSG00000223452",270
"ENSG00000163463",3814
"ENSG00000273088",753
"ENSG00000284586",96
"ENSG00000169231",4623
"ENSG00000236263",568
"ENSG00000236675",838
"ENSG00000177628",3648
"ENSG00000116521",2442
"ENSG00000176444",3658
"ENSG00000143630",4241
"ENSG00000143627",3168
"ENSG00000253074",104
"ENSG00000252116",126
"ENSG00000228523",728
"ENSG00000223263",105
"ENSG00000207504",107
"ENSG00000238139",374
"ENSG00000197721",2768
"ENSG00000244703",763
"ENSG00000226289",689
"ENSG00000285239",556
"ENSG00000234219",680
"ENSG00000174059",9219
"ENSG00000285719",2133
"ENSG00000284237",7440
"ENSG00000158731",930
"ENSG00000201746",107
"ENSG00000264881",86
"ENSG00000199562",107
"ENSG00000264501",293
"ENSG00000284735",2381
"ENSG00000284642",1477
"ENSG00000142657",3333
"ENSG00000271989",797
"ENSG00000251503",2244
"ENSG00000175279",1748
"ENSG00000160049",6625
"ENSG00000203469",467
"ENSG00000236035",792
"ENSG00000221643",125
"ENSG00000122188",3336
"ENSG00000288644",99
"ENSG00000227417",643
"ENSG00000223505",328
"ENSG00000182004",2080
"ENSG00000236430",1371
"ENSG00000130768",2663
"ENSG00000227050",491
"ENSG00000238231",367
"ENSG00000240750",297
"ENSG00000158156",5180
"ENSG00000182118",2402
"ENSG00000283799",97
"ENSG00000227934",573
"ENSG00000229595",495
"ENSG00000143633",5413
"ENSG00000281912",1710
"ENSG00000288208",2768
"ENSG00000132773",2358
"ENSG00000070759",3319
"ENSG00000236872",325
"ENSG00000280670",2757
"ENSG00000132763",5049
"ENSG00000221953",2258
"ENSG00000226164",610
"ENSG00000224014",270
"ENSG00000215795",1670
"ENSG00000259865",1246
"ENSG00000283881",94
"ENSG00000252516",92
"ENSG00000232347",706
"ENSG00000214144",1941
"ENSG00000235818",1090
"ENSG00000202079",107
"ENSG00000286216",1100
"ENSG00000169224",4680
"ENSG00000236817",894
"ENSG00000177489",954
"ENSG00000177476",930
"ENSG00000283369",76
"ENSG00000230411",955
"ENSG00000251977",107
"ENSG00000252254",113
"ENSG00000227854",156
"ENSG00000287589",3645
"ENSG00000259776",3011
"ENSG00000233355",9393
"ENSG00000234601",486
"ENSG00000231979",443
"ENSG00000215805",1459
"ENSG00000287102",858
"ENSG00000217327",581
"ENSG00000228818",2720
"ENSG00000202041",122
"ENSG00000223694",1137
"ENSG00000233735",497
"ENSG00000133019",15173
"ENSG00000162636",9350
"ENSG00000162639",2426
"ENSG00000285923",946
"ENSG00000134186",6955
"ENSG00000143107",3090
"ENSG00000232971",386
"ENSG00000116266",5892
"ENSG00000228076",744
"ENSG00000203897",631
"ENSG00000237349",283
"ENSG00000244716",555
"ENSG00000228665",253
"ENSG00000228054",655
"ENSG00000273382",2888
"ENSG00000215717",3613
"ENSG00000278249",420
"ENSG00000270066",427
"ENSG00000251484",609
"ENSG00000132676",4588
"ENSG00000227673",157
"ENSG00000203761",1709
"ENSG00000234937",941
"ENSG00000132718",5182
"ENSG00000283442",106
"ENSG00000132680",5646
"ENSG00000207475",137
"ENSG00000280466",128
"ENSG00000281394",129
"ENSG00000277817",64
"ENSG00000273002",2157
"ENSG00000224276",401
"ENSG00000285677",2366
"ENSG00000163479",6643
"ENSG00000160803",3884
"ENSG00000132698",1689
"ENSG00000252236",141
"ENSG00000260238",1007
"ENSG00000242252",964
"ENSG00000198952",5304
"ENSG00000163472",3032
"ENSG00000163468",3864
"ENSG00000132677",3384
"ENSG00000237390",5586
"ENSG00000207933",89
"ENSG00000254726",6591
"ENSG00000186377",2447
"ENSG00000186160",2252
"ENSG00000225154",1202
"ENSG00000225506",921
"ENSG00000225514",671
"ENSG00000224805",661
"ENSG00000162366",1430
"ENSG00000226252",4036
"ENSG00000225762",483
"ENSG00000186790",1768
"ENSG00000237424",2509
"ENSG00000189030",684
"ENSG00000162763",1372
"ENSG00000143061",7400
"ENSG00000135821",12638
"ENSG00000203740",2322
"ENSG00000162374",8368
"ENSG00000168275",2288
"ENSG00000241563",914
"ENSG00000153207",9579
"ENSG00000156869",8624
"ENSG00000033122",30043
"ENSG00000143278",2893
"ENSG00000116678",11370
"ENSG00000159352",3021
"ENSG00000158710",2262
"ENSG00000162734",2763
"ENSG00000049239",9322
"ENSG00000186564",2648
"ENSG00000244038",2721
"ENSG00000116690",5049
"ENSG00000126091",19448
"ENSG00000171163",3929
"ENSG00000172456",12174
"ENSG00000158786",6438
"ENSG00000118733",4393
"ENSG00000157870",3371
"ENSG00000179085",622
"ENSG00000173080",1450
"ENSG00000276470",173
"ENSG00000278852",149
"ENSG00000275915",108
"ENSG00000120937",708
"ENSG00000224904",2637
"ENSG00000285646",3071
"ENSG00000199347",120
"ENSG00000201801",120
"ENSG00000083444",5320
"ENSG00000287384",595
"ENSG00000270914",93
"ENSG00000116691",2821
"ENSG00000202461",113
"ENSG00000276869",65
"ENSG00000243539",275
"ENSG00000120949",3812
"ENSG00000201135",104
"ENSG00000227875",255
"ENSG00000285604",1196
"ENSG00000283789",96
"ENSG00000263676",61
"ENSG00000200591",102
"ENSG00000162521",9470
"ENSG00000162520",3722
"ENSG00000224409",395
"ENSG00000162522",6020
"ENSG00000116497",9190
"ENSG00000121905",1964
"ENSG00000121900",1417
"ENSG00000287691",575
"ENSG00000278966",911
"ENSG00000143222",2100
"ENSG00000224985",379
"ENSG00000143224",4725
"ENSG00000158850",3890
"ENSG00000158859",10338
"ENSG00000158869",964
"ENSG00000158874",945
"ENSG00000158882",3291
"ENSG00000284035",76
"ENSG00000143257",3247
"ENSG00000248485",1406
"ENSG00000188931",774
"ENSG00000236484",652
"ENSG00000283696",997
"ENSG00000288093",1871
"ENSG00000206921",107
"ENSG00000215840",884
"ENSG00000277882",206
"ENSG00000283317",569
"ENSG00000277762",282
"ENSG00000227139",446
"ENSG00000265107",3288
"ENSG00000274415",668
"ENSG00000234190",480
"ENSG00000223728",1398
"ENSG00000121634",1392
"ENSG00000188092",5214
"ENSG00000273059",430
"ENSG00000274372",2603
"ENSG00000206791",167
"ENSG00000206585",164
"ENSG00000229828",1641
"ENSG00000225080",402
"ENSG00000198658",933
"ENSG00000238382",105
"ENSG00000225919",372
"ENSG00000236497",2269
"ENSG00000207190",107
"ENSG00000200508",102
"ENSG00000284928",1031
"ENSG00000223949",4614
"ENSG00000116688",10234
"ENSG00000188800",846
"ENSG00000084073",4022
"ENSG00000231296",313
"ENSG00000049089",4215
"ENSG00000227311",480
"ENSG00000213172",418
"ENSG00000284677",673
"ENSG00000187801",2566
"ENSG00000260920",2449
"ENSG00000158887",2150
"ENSG00000255054",792
"ENSG00000228172",2793
"ENSG00000117640",5797
"ENSG00000272478",222
"ENSG00000127423",2408
"ENSG00000182749",3244
"ENSG00000207302",110
"ENSG00000117632",6247
"ENSG00000229786",251
"ENSG00000223624",140
"ENSG00000283938",93
"ENSG00000199385",102
"ENSG00000263381",60
"ENSG00000126106",3561
"ENSG00000198520",3290
"ENSG00000199377",117
"ENSG00000200169",116
"ENSG00000142945",3646
"ENSG00000142937",2781
"ENSG00000264294",80
"ENSG00000200913",104
"ENSG00000202031",70
"ENSG00000207421",67
"ENSG00000281859",69
"ENSG00000234093",385
"ENSG00000142959",2512
"ENSG00000173846",3327
"ENSG00000117425",5334
"ENSG00000202444",115
"ENSG00000226499",162
"ENSG00000070785",3411
"ENSG00000253039",109
"ENSG00000229815",839
"ENSG00000232369",492
"ENSG00000268949",3130
"ENSG00000126107",5072
"ENSG00000126088",4029
"ENSG00000234315",453
"ENSG00000162408",7271
"ENSG00000229519",401
"ENSG00000173662",2764
"ENSG00000204859",4510
"ENSG00000288629",63
"ENSG00000230735",437
"ENSG00000171488",11724
"ENSG00000226394",142
"ENSG00000237200",273
"ENSG00000070886",5434
"ENSG00000276835",109
"ENSG00000265422",82
"ENSG00000223776",1457
"ENSG00000273058",543
"ENSG00000230325",494
"ENSG00000119285",9061
"ENSG00000226498",885
"ENSG00000237991",370
"ENSG00000244020",339
"ENSG00000288099",611
"ENSG00000225886",1651
"ENSG00000206767",107
"ENSG00000226662",662
"ENSG00000207095",105
"ENSG00000287244",935
"ENSG00000231344",349
"ENSG00000230833",676
"ENSG00000117758",3801
"ENSG00000269971",184
"ENSG00000270031",359
"ENSG00000223062",106
"ENSG00000286433",1471
"ENSG00000117751",2815
"ENSG00000252947",166
"ENSG00000130775",4621
"ENSG00000117748",1981
"ENSG00000223643",837
"ENSG00000230239",882
"ENSG00000263811",73
"ENSG00000277234",144
"ENSG00000235241",508
"ENSG00000207005",164
"ENSG00000272426",438
"ENSG00000117122",2712
"ENSG00000286898",385
"ENSG00000226526",636
"ENSG00000159363",5253
"ENSG00000117115",6000
"ENSG00000204362",4676
"ENSG00000282843",1228
"ENSG00000142623",4903
"ENSG00000142619",3189
"ENSG00000266634",87
"ENSG00000199459",110
"ENSG00000273264",366
"ENSG00000282057",3607
"ENSG00000272691",243
"ENSG00000199934",77
"ENSG00000230285",255
"ENSG00000142871",3698
"ENSG00000226643",318
"ENSG00000234419",2789
"ENSG00000276997",1588
"ENSG00000222399",104
"ENSG00000267305",372
"ENSG00000143512",3290
"ENSG00000143498",2891
"ENSG00000225265",2261
"ENSG00000154305",10155
"ENSG00000229399",445
"ENSG00000272750",2646
"ENSG00000186063",4232
"ENSG00000162819",4980
"ENSG00000287684",3827
"ENSG00000234523",176
"ENSG00000287338",5233
"ENSG00000187554",7733
"ENSG00000236846",613
"ENSG00000226601",487
"ENSG00000164010",5720
"ENSG00000164011",2036
"ENSG00000233708",1962
"ENSG00000237090",1326
"ENSG00000225099",681
"ENSG00000284138",440
"ENSG00000283973",1097
"ENSG00000207256",107
"ENSG00000283136",89
"ENSG00000277513",412
"ENSG00000154309",13030
"ENSG00000226967",1145
"ENSG00000231407",5647
"ENSG00000229570",1006
"ENSG00000203857",2443
"ENSG00000226443",998
"ENSG00000249798",994
"ENSG00000239873",1020
"ENSG00000203855",1120
"ENSG00000240244",1013
"ENSG00000260941",1570
"ENSG00000198857",1132
"ENSG00000143067",5579
"ENSG00000134240",2565
"ENSG00000134193",3414
"ENSG00000215864",1332
"ENSG00000227205",433
"ENSG00000226446",624
"ENSG00000134249",2983
"ENSG00000092621",9187
"ENSG00000027644",5200
"ENSG00000241992",319
"ENSG00000234226",306
"ENSG00000137970",747
"ENSG00000223229",312
"ENSG00000285698",1354
"ENSG00000228035",2610
"ENSG00000287103",386
"ENSG00000226973",794
"ENSG00000274468",298
"ENSG00000130764",4509
"ENSG00000266075",297
"ENSG00000272153",531
"ENSG00000230026",1388
"ENSG00000285177",428
"ENSG00000284770",12444
"ENSG00000229795",247
"ENSG00000238236",715
"ENSG00000235638",522
"ENSG00000231199",1794
"ENSG00000226663",1363
"ENSG00000231582",295
"ENSG00000232714",339
